file_id,source_path,filename,file_type,size_bytes,drive_file_id,mime_type,version,status,last_processed,error_message
022,/Misc/For Writer/_5 Chanukah/Chanukah writer/Old Docs,Draft_ Purchase Car Menorah.docx,document,9652,16IEfKlOe2KTX3NiFNQrLNtSl9PLYofJu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.857979,
023,/Misc/For Writer/_5 Chanukah/Chanukah writer/Old Docs,Draft_ License for Parade.docx,document,7538,1tI5cWveXquVBRrLllTK-5UsGYOYn2W0B,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.861963,
024,/Misc/For Writer/_5 Chanukah/Chanukah writer/Old Docs,Draft_ Police Escort.docx,document,6769,1zWedrPxljXiBtGqHQ8UVkU20fWAHwc9-,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.863964,
025,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-/Parade-/Connecting music,Radio Connection.docx,document,6748,1frGd2G2pOlRTRoc8wviIkDVkU_lmEe3Q,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.866973,
026,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-/Parade-/Connecting music,Connecting Music for Parade.docx,document,8107,1kPgHYSSKzyFMZtvOgn7Lp8j_NFywn_X-,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.870966,
027,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-/Parade-/Parade Press Release,Chanukah Car Parade Press Release.docx,document,6321,1Tq4rkLMPoYOXdGfEnD2hwsoX70uROKfH,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.874963,
028,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-/Parade-/Parade Press Release,Parade Press 1.docx,document,8038,1RhODcYnPnVdyR00BKzjRMlT6a1ZTWtMc,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.878964,
029,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-/Parade-,License for Parade_.docx,document,6831,1BhCrM-24D6W5pTfvPsZ6A_gU4FZx-eNa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.884966,
030,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-/Parade-,Police Escort.docx,document,6731,1I2MsJJed-85yjyGy5IzoaH308sUeJyHA,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.887964,
031,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-,Purchase Car Menorah.docx,document,9416,1Iu-STDQ6x_oUFpl3RBVe_rM8vEt0I9y2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.892967,
032,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-,Build a wood car Menorah.docx,document,6304,17k9b6Uerwng4A9q-ciQz5OVx6WSx51T6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.896968,
033,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Car Menorahs-,Drawing for Menorah 3.docx,document,6305,1-kJogiojvohXkR4A77CdgcrhvPApQF2o,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.899965,
034,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Reform opposition.docx,document,11773,143EIhn22IWk_WrWX8fk5f9JiDwGj9spi,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.902964,
035,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Giant Menorah.docx,document,18440,16fH631Wcpi9lYyiebVcOHvTysZMPmva4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.905966,
036,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,City Wants to Copy Public Lighting Event.docx,document,8020,13LxkbXJ35zVfXjx57ng_uQ2568HRGszp,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.909970,
037,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Ideas to jazz up small town menorah lighting.docx,document,9230,1xUNs4EwZroECtHlhCgQZsCBqIo6FnLrR,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.915963,
038,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Fire Truck giving gelt.docx,document,7004,1O5qsxWVUJ_4O1BqQO6f9nog8f-qLcE_W,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.918964,
039,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Reform want to join Event.docx,document,7365,1ClKWqVIxm9WIH32oiq4WolIDscEmntgH,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.921963,
040,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Spotlight on your Menorah.docx,document,7987,1Bk_7Va9AMg-S0nTqMf6QiHYLmy8zfyg7,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.927970,
041,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Ideas on how to light public Menorah no fire.docx,document,11954,1j_xmgcKLYhQbAPqDvUzEjvtFLdslwtn5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.930967,
042,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Public Menorah Power Source Ideas.docx,document,14729,1M-ps5Np7QXKckLP-eXQOqPx4ooG8Turh,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.933964,
043,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Permission Request From City.docx,document,8493,1nz0cdBOlKLNyNzAhd_QxThO5XGG460yv,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.938964,
044,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,What to use to light a public menorah.docx,document,8147,17yq8wdF3Sc_xKH7sjte_qmUHgkYFWc-_,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.943964,
045,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Proposal for Menorah public_.docx,document,7825,152QEdDiTy-0C7nO-sNgyu1xwbqcK-Gaz,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.947966,
046,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Menorah on city ground.docx,document,6463,1nvBy_7q9Hxr747mcQvgDYn_DyP399sZT,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.950964,
047,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Invitation for BB.docx,document,6828,1ci65tHDR1YI6TKIX58vp01OJGRlzMPnP,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.954965,
048,/Misc/For Writer/_5 Chanukah/Old/Chanukah Menorahs-/Public Menorah-,Letters from the Rebbe on Public Lighting.docx,document,8212,1pXj1YfuaPLNdq9xyyPpTGXjiOrtkqxOY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.958966,
049,/Misc/For Writer/_5 Chanukah/General,Copy of Chanukah Todo List.docx,document,26088,10ptuHXTJWYJ0eQfKlEnuvLifHsAGZEOT,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.963963,
050,/Misc/For Writer/_5 Chanukah/General,Chanukah Facebook Contest.docx,document,6812,1CYPF3ObvzRFys7QHVvAnciAGQRg-aaS3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.966966,
051,/Misc/For Writer/_5 Chanukah/General,Menorah Letters From the Rebbe.docx,document,6401,1IAizMQSJsMXbGdfZ2pVCdBWbm3mSohf9,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.970963,
052,/Misc/For Writer/_5 Chanukah/General,Chanukah Tips and Tricks.docx,document,8587,1KIPyjDosgyzvItcG7ywxk6uNAE5eVAPC,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.974964,
053,/Misc/For Writer/_5 Chanukah/mivtzoim,Menorah Lighting Instruction for BB.docx,document,7449,1qTFwiBRnRgiGZpo_2KKFvvM0MEqJyemM,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.978965,
054,/Misc/For Writer/_5 Chanukah/Classes,Copy of 121414201__Chanukah Heroines.docx,document,43529,1t1HR3al-Qj3iJlkDcw8613rUDszdClM2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.982966,
055,/Misc/For Writer/_5 Chanukah/Classes,Copy of 121620302__WWR Chanukah 2011.doc,document,57344,1KJ3zN0gZSaSAT_R_b-CORdbDJ9IqJLJ2,application/msword,1,pending,2025-11-09T04:56:54.986964,
056,/Misc/For Writer/_5 Chanukah/Classes,Copy of Women of the Chanukah story.docx,document,27986,1P_9k8q0oTbgEaGL9azA4rg8Tttbpv1oE,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.992971,
057,/Misc/For Writer/_5 Chanukah/Classes,"Copy of 121521502__Class on Chanukah -8 candles, 8 lessons.docx",document,20072,1hueNjOGnn3c8b8rPPKH4P80yTuc4gUwW,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.995966,
058,/Misc/For Writer/_5 Chanukah/Classes,Copy of chanukah 5779 my notes.docx,document,19380,1SQZc7fF2iXSNORWG7siBWapNEo_rJUCK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:54.998964,
059,/Misc/For Writer/_5 Chanukah/Classes,Copy of 121414201__Feminine Side of Chanuka Dvar Torah.docx,document,15336,1ienNPEZbqVmlcxTGLeDUNvBIqLaJIOIW,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.003967,
060,/Misc/For Writer/_5 Chanukah/Classes,Copy of womens event chanuka speech.docx,document,17516,1s8UFAVZboenrcLgv3gwfM0oVpqxZQ_AK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.007968,
061,/Misc/For Writer/_5 Chanukah/Classes,Copy of DD6_A_DEEPER_MEANING_INTO_CHANUKAH.docx,document,16355,1GamixePz-8K57_DpKgcZ79RhHOjEwOWT,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.012963,
062,/Misc/For Writer/_5 Chanukah/Classes,Copy of ChanukahLightUpYourWorld--TeacherGuide.pdf,document,247503,1jbMScVd32iZTVAyp1o_cDTY5WS6oVrnv,application/pdf,1,pending,2025-11-09T04:56:55.016964,
063,/Misc/For Writer/_5 Chanukah/Classes,Copy of Dvar Torah.docx,document,19124,1YAuoWFX3IDSvSN6n12knezo3JVjG3B6C,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.021966,
064,/Misc/For Writer/_5 Chanukah/Press Release,_TV interview_.docx,document,6482,1IbvabxCsVt9PVZiK4yoJHc1T-_NoLiCQ,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.025971,
065,/Misc/For Writer/_5 Chanukah/Press Release,Press Release #7.docx,document,8118,1qWAaZOLVqz5j91xtQsSh_kRSqM4rCvBH,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.029963,
066,/Misc/For Writer/_5 Chanukah/Press Release,Press 4.docx,document,8441,1eByL1TjpO-t5DZWkSaZep9QetSNAUAER,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.033965,
067,/Misc/For Writer/_5 Chanukah/Press Release,Chanukah Newspaper Article.docx,document,8012,1Fw0C-XfbW8YUtIa7r8p4NsZWQbFdIbKB,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.037964,
068,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Dignitaries/Invitation,Dignitary Invitation #2.docx,document,7522,1OzjJuFOQ3UCq2HgQH8hSVOAYy0AiJZVl,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.041968,
069,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Dignitaries/Invitation,Dignitary Invitation #1-2.docx,document,6981,1Rsx4EjIdrFswEcKDaIZZDbUPEoVazqxl,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.045966,
070,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Dignitaries/Invitation,Dignitary Invitation #3.docx,document,7147,1gv8qyAplFL6eNL2_X-emXsQmACsm5JdD,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.051965,
071,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Dignitaries/Proclamation-Speech,Dignitary Proclamation.docx,document,8210,1uChaVti71CVxYGVfMKey3aJZnYGb-CXx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.055966,
072,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Dignitaries/Proclamation-Speech,Dignitary Proclamation Speech.docx,document,6967,1SyYrclFQUtAZUrwtWakP5kSl8ck7ze8N,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.060972,
073,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Dignitaries/Thank You Letter,Thank you letter for Dignitary.docx,document,7377,1kE_WxTCZ2e1mFCG7GcjdIhgzaPT6xmsF,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.064966,
074,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Public Lighting Halachos,Public Menorah Guidelines_Halacha.docx,document,14487,10J7hrBgMzXSfYabyNIzl_4CmDfXwCE0v,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.068966,
075,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Public Lighting Halachos,questions Chanukah.docx,document,8535,1A0oXDv58phzBbLncp-eUxEZUfkd96HRd,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.072967,
076,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Religious Symbol Legal,Complete supreme court ruling.docx,document,119359,1diVJ2Lfu3UpPS2cypyohnEYFRKtbpScM,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.077967,
077,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Religious Symbol Legal,Menorah - display of freedom.docx,document,8013,1Dnaf8uFWmJTBOlVYR89YhJTMa4hGl32z,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.081965,
078,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Religious Symbol Legal,Legal Points For Menorah.docx,document,9440,11e9D2L7G1TtXSBy8luEgDc3PNVcT3kM3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.088963,
079,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Religious Symbol Legal,EXCERPTS FROM THE U.S. SUPREME COURT RULING.docx,document,7929,1TEln5PjtmCWqNuv1-pG0mSp8Zw7F6S3P,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.092965,
080,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Religious Symbol Legal,info on Legal rights.docx,document,6276,1No5tgZqUkWszoXvNP5dt5VlqC-ZzNyEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.096964,
081,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Religious Symbol Legal,"Public Menorah, church _ state_!.docx",document,8016,1ZN7v4y8je4vXAKZ0o2obKEsxcxdX-YXf,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.100964,
082,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Religious Symbol Legal,Denied permission for menorah.docx,document,9736,1k7iet8hs7RvcpRHcLW8F2K8D8MAAhm3X,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.105965,
083,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Press Release,Press Release 3.docx,document,7141,1Z6AJo4oHjfUXDSTYWiCIJs7bWb-U8hEi,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.110965,
084,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Press Release,Press Release 1.docx,document,8548,1KcxIoSg2MGMVUs7wL2rKImkvmBBv_ZTG,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.115968,
085,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting/Press Release,Press Release 2.docx,document,7683,1K83qotUWmp9OuYD3G5Kf55l5_ApERm7A,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.120966,
086,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting,Copy of Menorah Lighting- TO DO LIST.docx,document,8085,1rKPaQW1HWw1t5VFukCrzgopCDg2c5YiV,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.125967,
087,/Misc/For Writer/_5 Chanukah/Public Menorah Lighting,Public Lighting tips.docx,document,18016,1LSITFrT50B6oxdWcYdecg5Lbs4es0Gda,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.131965,
088,/Misc/For Writer/_5 Chanukah/sponsorship,Walmart Foundation.docx,document,7758,11mg1qJrO_q7GC0BVIM9vbwkHN3c4yIU8,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.138964,
089,/Misc/For Writer/_5 Chanukah/sponsorship,corporate sponshorship email.docx,document,12536,16SiNRTwcluiQQX3nyOW99jn30yBNsxlW,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.143966,
090,/Misc/For Writer/_5 Chanukah/Halacha,Hilchos Chanukah.docx,document,6780,1vVYE9--TFgeSWuoMPQ2JW3HwRgM2nrAK,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.147965,
091,/Misc/For Writer/_5 Chanukah/Public Menorah,Public Menorah.docx,document,9149,1uSfQmHiR_M3ZYggQsoRvlJb-wGWBV21l,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.152965,
092,/Misc/For Writer/_5 Chanukah/Public Menorah,Drawings for building 6ft menorah from wood.docx,document,6347,1bz1cWmjfBHOMDF03k3KinDK4hgyvY0dl,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.157966,
093,/Misc/For Writer/_5 Chanukah/Public Menorah,Public Menorah (Electric) Which Lights to Turn on Each Night.docx,document,11322,1njLKMQGuj-L1QpsoaVDBkxZacxJH6Hb7,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.163970,
094,/Misc/For Writer/_5 Chanukah/Public Menorah,Legal Points.docx,document,6354,1g2JIyIfW8Z5JCMmvJGXmOaRGBT0dblDj,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.168964,
095,/Misc/For Writer/_5 Chanukah,Chanukah Canva Links.docx,document,6924,1T_aQk9WaaHNgu_SKnbC0ZYczsuNv27IX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.173965,
096,/Misc/For Writer/_5 Chanukah,Menorah by a Wedding.docx,document,8139,1S-aC5oYzc2M65Ew98zpWTyAaGJ00SzRl,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1,pending,2025-11-09T04:56:55.178967,
097,/Misc/For Writer,Shluchim Exchange Index,google_sheet,7428,1YooDxOD644AI3zqlW9sRdVEvSfpLsRAoI9lS7K-_Vsw,application/vnd.google-apps.spreadsheet,1,pending,2025-11-09T04:56:55.182967,
098,/Misc/For Writer,Tree - Proposed Sections and Pages - Shluchim Wiki - Merkos 302 ,google_sheet,1024,1O4QbS5BI7GI1Er1zJmD3EZ4qlhWIURdcl21vdDqBU_Q,application/vnd.google-apps.spreadsheet,1,pending,2025-11-09T04:56:55.186966,
099,/Misc/Compass/Halacha,Using a Shabbos Goy.pdf,document,8462860,1asYZK7njEHOvoyTTpMSz8II2spfTzwBw,application/pdf,1,pending,2025-11-09T04:56:55.191966,
100,/Misc/Compass/Halacha,Halacha. Research before doing a wedding.pdf,document,829903,1rGZ3lLdoxm-_ud2cDO-F2hVGoNN2f5o0,application/pdf,1,pending,2025-11-09T04:56:55.196965,
